ref_id,fonte,autor,ano,arxiv,doi,titulo,raw
A475,AGOSTINI,Kostensalo,2017,,,gA -driven shapes of electron spectra of forbidden β decays in the nuclear shell model,"Kostensalo, J, and J. Suhonen (2017), “gA -driven shapes of electron spectra of forbidden β decays in the nuclear shell model,” Phys. Rev. C 96, 024317."
A476,AGOSTINI,Kostensalo,2020,,,Consistent large-scale shell-model analysis of the two-neutrino ββ and single β branchings in 48 Ca and 96 Zr,"Kostensalo, J, and J. Suhonen (2020), “Consistent large-scale shell-model analysis of the two-neutrino ββ and single β branchings in 48 Ca and 96 Zr,” Phys. Lett. B 802, 135192."
A477,AGOSTINI,Kotila,2016,,,Occupation probabilities of single particle levels using the microscopic interacting boson model: Application to some nuclei of interest in neutrinoless double-β decay,"Kotila, J, and J. Barea (2016), “Occupation probabilities of single particle levels using the microscopic interacting boson model: Application to some nuclei of interest in neutrinoless double-β decay,” Phys. Rev. C 94, 034320."
A478,AGOSTINI,Kotila,2012,,,Phase space factors for double-β decay,"Kotila, J, and F. Iachello (2012a), “Phase space factors for double-β decay,” Phys. Rev. C 85, 034316."
A479,AGOSTINI,Kotila,2012,1209.5722,,Phase space factors for double-β decay,"Kotila, J, and F. Iachello (2012b), “Phase space factors for double-β decay,” Phys. Rev. C 85, 034316, arXiv:1209.5722 [nucl-th]."
A480,AGOSTINI,Kotila,2021,2110.09141,,Long-range neutrinoless double beta decay mechanisms,"Kotila, Jenni, Jacopo Ferretti, and Francesco Iachello (2021), “Long-range neutrinoless double beta decay mechanisms,” arXiv:2110.09141 [hep-ph]."
A481,AGOSTINI,Krebs,2017,,,Nuclear axial current operators to fourth order in chiral effective field theory,"Krebs, H, E. Epelbaum, and U. G. Meißner (2017), “Nuclear axial current operators to fourth order in chiral effective field theory,” Annals Phys. 378, 317-395."
A482,AGOSTINI,Kumar,2020,,,Second-forbidden nonunique β− decays of Na24 and Cl36 assessed by the nuclear shell model,"Kumar, A, P. C. Srivastava, J. Kostensalo, and J. Suhonen (2020), “Second-forbidden nonunique β− decays of Na24 and Cl36 assessed by the nuclear shell model,” Phys. Rev. C 101, 064304, 2007.08122."
A483,AGOSTINI,Kumar,2021,,,"Secondforbidden nonunique β − decays of 59,60 Fe:possible candidates for gA sensitive electron spectral-shape measurements","Kumar, A, P. C. Srivastava, and J. Suhonen (2021), “Secondforbidden nonunique β − decays of 59,60 Fe:possible candidates for gA sensitive electron spectral-shape measurements,” Eur. Phys. J. A 57, 225, 2101.03046."
A484,AGOSTINI,Kuzmin,1985,,,On the Anomalous Electroweak Baryon Number Nonconservation in the Early Universe,"Kuzmin, VA, V.A. Rubakov, and M.E. Shaposhnikov (1985), “On the Anomalous Electroweak Baryon Number Nonconservation in the Early Universe,” Phys. Lett. B 155, 36."
A485,AGOSTINI,Kwiatkowski,2014,1308.3815,,New determination of double-β-decay properties in 48Ca : High-precision Qββ- value measurement and improved nuclear matrix element calculations,"Kwiatkowski, A A, et al. (2014), “New determination of double-β-decay properties in 48Ca : High-precision Qββ- value measurement and improved nuclear matrix element calculations,” Phys. Rev. C89 (4), 045502, arXiv:1308.3815 [nucl-ex]."
A486,AGOSTINI,LaFerriere,2015,,,A novel assay method for the trace determination of Th and U in copper and lead using inductively coupled plasma mass spectrometry,"LaFerriere, B D, T. C. Maiti, I. J. Arnquist, and E. W. Hoppe (2015), “A novel assay method for the trace determination of Th and U in copper and lead using inductively coupled plasma mass spectrometry,” Nucl. Instrum. Meth. A 775, 93-98."
A487,AGOSTINI,Land,2021,2007.14999,,MeV-scale performance of water-based and pure liquid scintillator detectors,"Land, B J, Z. Bagdasarian, J. Caravaca, M. Smiley, M. Yeh, and G. D. Orebi Gann (2021), “MeV-scale performance of water-based and pure liquid scintillator detectors,” Phys. Rev. D 103 (5), 052004, arXiv:2007.14999 [physics.ins-det]."
A488,AGOSTINI,Landau,1957,,,On the conservation laws for weak interactions,"Landau, L D (1957), “On the conservation laws for weak interactions,” Nucl. Phys. 3, 127-131."
A489,AGOSTINI,Lattanzi,2018,1712.07109,,Status of neutrino properties and future prospects - Cosmological and astrophysical constraints,"Lattanzi, M, and M. Gerbino (2018), “Status of neutrino properties and future prospects - Cosmological and astrophysical constraints,” Front. in Phys. 5, 70, arXiv:1712.07109 [astro-ph.CO]."
A490,AGOSTINI,Laubenstein,2017,,,Screening of materials with high purity germanium detectors at the laboratori nazionali del gran sasso,"Laubenstein, M (2017), “Screening of materials with high purity germanium detectors at the laboratori nazionali del gran sasso,” International Journal of Modern Physics A 32, 1743002."
A491,AGOSTINI,Lawson,1951,,,A lower limit on the half-life of Sn-124,"Lawson, J S (1951), “A lower limit on the half-life of Sn-124,” Phys. Rev. 81, 299."
A492,AGOSTINI,Lee,2020,2005.05567,,AMoRE: A search for neutrinoless double-beta decay of 100Mo using low-temperature molybdenum-containing crystal detectors,"Lee, M H (AMoRE) (2020), “AMoRE: A search for neutrinoless double-beta decay of 100Mo using low-temperature molybdenum-containing crystal detectors,” JINST 15 (08), C08010, arXiv:2005.05567 [physics.ins-det]."
A493,AGOSTINI,Lee,1956,,,Question of Parity Conservation in Weak Interactions,"Lee, T D, and C.-N. Yang (1956), “Question of Parity Conservation in Weak Interactions,” Phys. Rev. 104, 254-258."
A494,AGOSTINI,Lee,1957,,,Parity nonconservation and a two-component theory of the neutrino,"Lee, T D, and C. N. Yang (1957), “Parity nonconservation and a two-component theory of the neutrino,” Physical Review (Series I) 105, 1671-1675."
A495,AGOSTINI,Lehman,2014,1410.4193,,Extending the Standard Model Effective Field Theory with the Complete Set of Dimension-7 Operators,"Lehman, Landon (2014), “Extending the Standard Model Effective Field Theory with the Complete Set of Dimension-7 Operators,” Phys. Rev. D 90 (12), 125023, arXiv:1410.4193 [hep-ph]."
A496,AGOSTINI,Lehnert,2016,1606.06616,,Double beta decays into excited states in 110 Pd and 102 Pd,"Lehnert, B, E. Andreotti, D. Degering, M. Hult, M. Laubenstein, T. Wester, and K. Zuber (2016), “Double beta decays into excited states in 110 Pd and 102 Pd,” J. Phys. G 43 (11), 115201, arXiv:1606.06616 [nucl-ex]."
A497,AGOSTINI,Leipunski,1936,,,Determination of the energy distribution of recoil atoms during β decay and the existence of the neutrino,"Leipunski, A I; Rutherford, Lord (1936), “Determination of the energy distribution of recoil atoms during β decay and the existence of the neutrino,” Mathematical Proceedings of the Cambridge Philosophical Society 32, 301."
A498,AGOSTINI,Lenske,2019,,,Heavy ion charge exchange reactions as probes for nuclear β-decay,"Lenske, H, F. Cappuzzello, M. Cavallaro, and M. Colonna (2019), “Heavy ion charge exchange reactions as probes for nuclear β-decay,” Prog. Part. Nucl. Phys. 109, 103716."
A499,AGOSTINI,Leonard,2008,0709.4524,,Systematic study of trace radioactive impurities in candidate construction materials for EXO-200,"Leonard, D S, et al. (2008), “Systematic study of trace radioactive impurities in candidate construction materials for EXO-200,” Nucl. Instrum. Meth. A 591, 490-509, arXiv:0709.4524 [physics.ins-det]."
A500,AGOSTINI,Leonard,2017,1703.10799,,Trace radioactive impurities in final construction materials for EXO-200,"Leonard, D S, et al. (2017), “Trace radioactive impurities in final construction materials for EXO-200,” Nucl. Instrum. Meth. A 871, 169-179, arXiv:1703.10799 [physics.ins-det]."
A501,AGOSTINI,Levine,1950,,,Half-life of double beta-decay,"Levine, C A, A. Ghiorso, and G. T. Seaborg (1950), “Half-life of double beta-decay,” Phys. Rev. 77, 296."
A502,AGOSTINI,Li,2021,2009.01257,,Left-Right Symmetry and Leading Contributions to Neutrinoless Double Beta Decay,"Li, Gang, Michael Ramsey-Musolf, and Juan Carlos Vasquez (2021a), “Left-Right Symmetry and Leading Contributions to Neutrinoless Double Beta Decay,” Phys. Rev. Lett. 126 (15), 151801, arXiv:2009.01257 [hep-ph]."
A503,AGOSTINI,Li,2021,,,Left-Right Symmetry and Leading Contributions to Neutrinoless Double Beta Decay,"Li, Gang, Michael Ramsey-Musolf, and Juan Carlos Vasquez (2021b), “Left-Right Symmetry and Leading Contributions to Neutrinoless Double Beta Decay,” Phys. Rev. Lett. 126, 151801."
A504,AGOSTINI,Li,2021,2007.07899,,Complete set of dimension-nine operators in the standard model effective field theory,"Li, Hao-Lin, Zhe Ren, Ming-Lei Xiao, Jiang-Hao Yu, and Yu- Hui Zheng (2021c), “Complete set of dimension-nine operators in the standard model effective field theory,” Phys. Rev. D 104 (1), 015025, arXiv:2007.07899 [hep-ph]."
A505,AGOSTINI,Liao,2020,2007.08125,,An explicit construction of the dimension-9 operator basis in the standard model effective field theory,"Liao, Yi, and Xiao-Dong Ma (2020), “An explicit construction of the dimension-9 operator basis in the standard model effective field theory,” JHEP 11, 152, arXiv:2007.08125 [hep-ph]."
A506,AGOSTINI,Lincoln,2013,1211.5659,,First direct double-β decay Q-Value measurement of82 Se in support of understanding the nature of the Neutrino,"Lincoln, D L, J. D. Holt, G. Bollen, M. Brodeur, S. Bustabad, J. Engel, S. J. Novario, M. Redshaw, R. Ringle, and S. Schwarz (2013), “First direct double-β decay Q-Value measurement of82 Se in support of understanding the nature of the Neutrino,” Phys. Rev. Lett. 110 (1), 012501, arXiv:1211.5659 [nucl-ex]."
A507,AGOSTINI,Lindner,2016,1604.07419,,Dilepton bounds on left-right symmetry at the LHC run II and neutrinoless double beta decay,"Lindner, Manfred, Farinaldo S. Queiroz, and Werner Rodejohann (2016), “Dilepton bounds on left-right symmetry at the LHC run II and neutrinoless double beta decay,” Phys. Lett. B 762, 190-195, arXiv:1604.07419 [hep-ph]."
A508,AGOSTINI,Lisi,2022,2204.09569,,Majorana neutrino mass constraints in the landscape of nuclear matrix elements,"Lisi, Eligio, and Antonio Marrone (2022), “Majorana neutrino mass constraints in the landscape of nuclear matrix elements,” Phys. Rev. D 106 (1), 013009, arXiv:2204.09569 [hep-ph]."
A509,AGOSTINI,Liu,2019,1905.00354,,Constraints on Spin- Independent Nucleus Scattering with sub-GeV Weakly Interacting Massive Particle Dark Matter from the CDEX- 1B Experiment at the China Jinping Underground Laboratory,"Liu, Z Z, et al. (CDEX) (2019), “Constraints on Spin- Independent Nucleus Scattering with sub-GeV Weakly Interacting Massive Particle Dark Matter from the CDEX- 1B Experiment at the China Jinping Underground Laboratory,” Phys. Rev. Lett. 123 (16), 161301, arXiv:1905.00354 [hep-ex]."
A510,AGOSTINI,Lonardoni,2018,,,Properties of nuclei up to A = 16 using local chiral interactions,"Lonardoni, D, J. Carlson, S. Gandolfi, J. E. Lynn, K. E. Schmidt, A. Schwenk, and X. Wang (2018), “Properties of nuclei up to A = 16 using local chiral interactions,” Phys. Rev. Lett. 120, 122502."
A511,AGOSTINI,López Vaquero,2013,,,Shape and pairing fluctuations effects on neutrinoless double beta decay nuclear matrix elements,"López Vaquero, N, T. R. Rodrı́guez, and J. L. Egido (2013), “Shape and pairing fluctuations effects on neutrinoless double beta decay nuclear matrix elements,” Phys. Rev. Lett. 111, 142501."
A512,AGOSTINI,Maalampi,2013,,,Neutrinoless Double β + / EC Decays,"Maalampi, J, and J. Suhonen (2013), “Neutrinoless Double β + / EC Decays,” Adv. High Energy Phys. 2013, 505874."
A513,AGOSTINI,Maiezza,2010,1005.5160,,Left-right symmetry at lhc,"Maiezza, A, M. Nemevsek, F. Nesti, and G. Senjanovic (2010), “Left-right symmetry at lhc,” Phys.Rev.D 82, 055022, arXiv:1005.5160 [hep-ph]."
A514,AGOSTINI,Majorana,1933,,,Über die kerntheorie,"Majorana, E (1933), “Über die kerntheorie,” Zeitschrift für Physik A Hadrons and Nuclei 82, 137-145."
A515,AGOSTINI,Majorana,1937,,,Teoria simmetrica dell’elettrone e del positrone,"Majorana, E (1937), “Teoria simmetrica dell’elettrone e del positrone,” Nuovo Cim. 14, 171-184."
A516,AGOSTINI,Maki,1962,,,Remarks on the unified model of elementary particles,"Maki, Z, M. Nakagawa, and S. Sakata (1962), “Remarks on the unified model of elementary particles,” Prog. Theor. Phys. 28, 870-880, [,34(1962)]."
A517,AGOSTINI,Mangano,2012,1110.4335,,Updated BBN bounds on the cosmological lepton asymmetry for non-zero θ13 ,"Mangano, G, G. Miele, S. Pastor, O. Pisanti, and S. Sarikas (2012), “Updated BBN bounds on the cosmological lepton asymmetry for non-zero θ13 ,” Phys. Lett. B 708, 1-5, arXiv:1110.4335 [hep-ph]."
A518,AGOSTINI,Marsh,2018,,,Characterization of the shapestaggering effect in mercury nuclei,"Marsh, B A, et al. (2018), “Characterization of the shapestaggering effect in mercury nuclei,” Nature Phys. 14, 1163-1167."
A519,AGOSTINI,Martı́n-Albo,2016,1511.09246,,Sensitivity of NEXT- 100 to Neutrinoless Double Beta Decay,"Martı́n-Albo, J, et al. (NEXT) (2016), “Sensitivity of NEXT- 100 to Neutrinoless Double Beta Decay,” JHEP 05, 159, arXiv:1511.09246 [physics.ins-det]."
A520,AGOSTINI,Martı́nez-Pinedo,1996,nucl-th/9603039,,Effective gA in the pf shell,"Martı́nez-Pinedo, G, A. Poves, E. Caurier, and A. P. Zuker (1996), “Effective gA in the pf shell,” Phys. Rev. C 53, R2602, arXiv:nucl-th/9603039 [nucl-th]."
A521,AGOSTINI,Marx,1953,,,Die wechselwirkung der elementar-teilchen und die erhaltungssätze,"Marx, G (1953), “Die wechselwirkung der elementar-teilchen und die erhaltungssätze,” Acta Physica Academiae Scientiarum Hungaricae 3, 55-58."
A522,AGOSTINI,der Mateosian,1966,,,Limits for lepton-conserving and lepton-nonconserving double beta decay in Ca-48,"der Mateosian, E, and M. Goldhaber (1966), “Limits for lepton-conserving and lepton-nonconserving double beta decay in Ca-48,” Phys. Rev. 146, 810-815."
A523,AGOSTINI,Matsuda,2002,hep-ph/0108202,,How far can the SO(10) two Higgs model describe the observed neutrino masses and mixings?,"Matsuda, K, Y. Koide, T. Fukuyama, and H. Nishiura (2002), “How far can the SO(10) two Higgs model describe the observed neutrino masses and mixings?” Phys. Rev. D 65, 033008, [Erratum: Phys.Rev.D 65, 079904 (2002)], arXiv:hep-ph/0108202."
A524,AGOSTINI,McCarthy,1953,,,Search for double beta-decay in sn124 and zr96 ,"McCarthy, J A (1953), “Search for double beta-decay in sn124 and zr96 ,” Phys. Rev. 90, 853-857."
A525,AGOSTINI,McCarthy,1955,,,Search for double beta decay in ca48 ,"McCarthy, J A (1955), “Search for double beta decay in ca48 ,” Phys. Rev. 97, 1234-1236."
A526,AGOSTINI,McDonald,2018,1711.04782,,Demonstration of Single Barium Ion Sensitivity for Neutrinoless Double Beta Decay using Single Molecule Fluorescence Imaging,"McDonald, A D, et al. (2018), “Demonstration of Single Barium Ion Sensitivity for Neutrinoless Double Beta Decay using Single Molecule Fluorescence Imaging,” Phys. Rev. Lett. 120 (13), 132504, arXiv:1711.04782 [physics.ins-det]."
A527,AGOSTINI,McDonald,2016,,,Nobel Lecture: The Sudbury Neutrino Observatory: Observation of flavor change for solar neutrinos,"McDonald, Arthur B (2016), “Nobel Lecture: The Sudbury Neutrino Observatory: Observation of flavor change for solar neutrinos,” Rev. Mod. Phys. 88 (3), 030502."
A528,AGOSTINI,Mei,2006,astro-ph/0512125,,Muon-induced background study for underground laboratories,"Mei, D, and A. Hime (2006), “Muon-induced background study for underground laboratories,” Phys. Rev. D 73, 053004, arXiv:astro-ph/0512125."
A529,AGOSTINI,Mei,2020,2010.09226,,Topmetal CMOS direct charge sensing plane for neutrinoless double-beta decay search in high-pressure gaseous TPC,"Mei, Y, X. Sun, and N. Xu (2020), “Topmetal CMOS direct charge sensing plane for neutrinoless double-beta decay search in high-pressure gaseous TPC,” arXiv:2010.09226 [physics.ins-det]."
A530,AGOSTINI,Meija,2016,,,Isotopic compositions of the elements 2013 (iupac technical report),"Meija, Juris, Tyler B. Coplen, Michael Berglund, Willi A. Brand, Paul De Bièvre, Manfred Gröning, Norman E. Holden, Johanna Irrgeher, Robert D. Loss, Thomas Walczyk, and Thomas Prohaska (2016), “Isotopic compositions of the elements 2013 (iupac technical report),” Pure and Applied Chemistry 88 (3), 293-306."
A531,AGOSTINI,Meitner,1930,,,Über eine absolute bestimmung der energie der primären β-strahlen von radium e,"Meitner, L, and W. Orthmann (1930), “Über eine absolute bestimmung der energie der primären β-strahlen von radium e,” Zeitschrift für Physik A Hadrons and Nuclei 60, 143-155."
A532,AGOSTINI,Menéndez,2018,,,Neutrinoless ββ decay mediated by the exchange of light and heavy neutrinos: The role of nuclear structure correlations,"Menéndez, J (2018), “Neutrinoless ββ decay mediated by the exchange of light and heavy neutrinos: The role of nuclear structure correlations,” J. Phys. G 45, 014003."
